series_id,series_title,area_code,area_name,item_code,item_name,seasonal,periodicity_code,base_period,base_code
"CUSR0000SEFR02   ","Candy and chewing gum in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFR02,"Candy and chewing gum",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFR03   ","Other sweets in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFR03,"Other sweets",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFS     ","Fats and oils in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFS,"Fats and oils",S,R,1982-84=100,S
"CUSR0000SEFS01   ","Butter and margarine in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFS01,"Butter and margarine",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFS02   ","Salad dressing in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFS02,"Salad dressing",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFS03   ","Other fats and oils including peanut butter in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFS03,"Other fats and oils including peanut butter",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFT     ","Other foods in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFT,"Other foods",S,R,1982-84=100,S
"CUSR0000SEFT01   ","Soups in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFT01,Soups,S,R,1982-84=100,S
"CUSR0000SEFT02   ","Frozen and freeze dried prepared foods in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFT02,"Frozen and freeze dried prepared foods",S,R,1982-84=100,S
"CUSR0000SEFT03   ","Snacks in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFT03,Snacks,S,R,1982-84=100,S
"CUSR0000SEFT04   ","Spices, seasonings, condiments, sauces in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFT04,"Spices, seasonings, condiments, sauces",S,R,1982-84=100,S
"CUSR0000SEFT06   ","Other miscellaneous foods in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFT06,"Other miscellaneous foods",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFV     ","Food away from home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFV,"Food away from home",S,R,1982-84=100,S
"CUSR0000SEFV01   ","Full service meals and snacks in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFV01,"Full service meals and snacks",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFV03   ","Food at employee sites and schools in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFV03,"Food at employee sites and schools",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFV05   ","Other food away from home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFV05,"Other food away from home",S,R,"DECEMBER 1997=100",S
"CUSR0000SEFW     ","Alcoholic beverages at home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFW,"Alcoholic beverages at home",S,R,1982-84=100,S
"CUSR0000SEFW01   ","Beer, ale, and other malt beverages at home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFW01,"Beer, ale, and other malt beverages at home",S,R,1982-84=100,S
"CUSR0000SEFW02   ","Distilled spirits at home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFW02,"Distilled spirits at home",S,R,1982-84=100,S
"CUSR0000SEFW03   ","Wine at home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFW03,"Wine at home",S,R,1982-84=100,S
"CUSR0000SEFX     ","Alcoholic beverages away from home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEFX,"Alcoholic beverages away from home",S,R,1982-84=100,S
"CUSR0000SEGA     ","Tobacco and smoking products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGA,"Tobacco and smoking products",S,R,1982-84=100,S
"CUSR0000SEGA01   ","Cigarettes in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGA01,Cigarettes,S,R,"DECEMBER 1997=100",S
"CUSR0000SEGD     ","Miscellaneous personal services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGD,"Miscellaneous personal services",S,R,1982-84=100,S
"CUSR0000SEGD01   ","Legal services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGD01,"Legal services",S,R,"DECEMBER 1986=100",S
"CUSR0000SEGD02   ","Funeral expenses in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGD02,"Funeral expenses",S,R,"DECEMBER 1986=100",S
"CUSR0000SEGD03   ","Laundry and dry cleaning services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGD03,"Laundry and dry cleaning services",S,R,"DECEMBER 1997=100",S
"CUSR0000SEGD05   ","Financial services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGD05,"Financial services",S,R,"DECEMBER 1986=100",S
"CUSR0000SEGE     ","Miscellaneous personal goods in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEGE,"Miscellaneous personal goods",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHA     ","Rent of primary residence in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHA,"Rent of primary residence",S,R,1982-84=100,S
"CUSR0000SEHB     ","Lodging away from home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHB,"Lodging away from home",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHB01   ","Housing at school, excluding board in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHB01,"Housing at school, excluding board",S,R,"DECEMBER 1982=100",S
"CUSR0000SEHB02   ","Other lodging away from home including hotels and motels in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHB02,"Other lodging away from home including hotels and motels",S,R,1982-84=100,S
"CUSR0000SEHC     ","Owners' equivalent rent of residences in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHC,"Owners' equivalent rent of residences",S,R,"DECEMBER 1982=100",S
"CUSR0000SEHC01   ","Owners' equivalent rent of primary residence in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHC01,"Owners' equivalent rent of primary residence",S,R,"DECEMBER 1982=100",S
"CUSR0000SEHE     ","Fuel oil and other fuels in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHE,"Fuel oil and other fuels",S,R,1982-84=100,S
"CUSR0000SEHE01   ","Fuel oil in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHE01,"Fuel oil",S,R,1982-84=100,S
"CUSR0000SEHE02   ","Propane, kerosene, and firewood in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHE02,"Propane, kerosene, and firewood",S,R,"DECEMBER 1986=100",S
"CUSR0000SEHF     ","Energy services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHF,"Energy services",S,R,1982-84=100,S
"CUSR0000SEHF01   ","Electricity in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHF01,Electricity,S,R,1982-84=100,S
"CUSR0000SEHF02   ","Utility (piped) gas service in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHF02,"Utility (piped) gas service",S,R,1982-84=100,S
"CUSR0000SEHG     ","Water and sewer and trash collection services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHG,"Water and sewer and trash collection services",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHG01   ","Water and sewerage maintenance in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHG01,"Water and sewerage maintenance",S,R,1982-84=100,S
"CUSR0000SEHG02   ","Garbage and trash collection in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHG02,"Garbage and trash collection",S,R,"DECEMBER 1983=100",S
"CUSR0000SEHH     ","Window and floor coverings and other linens in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHH,"Window and floor coverings and other linens",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHH02   ","Window coverings in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHH02,"Window coverings",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHH03   ","Other linens in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHH03,"Other linens",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHJ     ","Furniture and bedding in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHJ,"Furniture and bedding",S,R,1982-84=100,S
"CUSR0000SEHJ03   ","Other furniture in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHJ03,"Other furniture",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHK     ","Appliances in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHK,Appliances,S,R,"DECEMBER 1997=100",S
"CUSR0000SEHK01   ","Major appliances in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHK01,"Major appliances",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHK02   ","Other appliances in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHK02,"Other appliances",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHL     ","Other household equipment and furnishings in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHL,"Other household equipment and furnishings",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHL02   ","Indoor plants and flowers in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHL02,"Indoor plants and flowers",S,R,"DECEMBER 1990=100",S
"CUSR0000SEHL04   ","Nonelectric cookware and tableware in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHL04,"Nonelectric cookware and tableware",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHM     ","Tools, hardware, outdoor equipment and supplies in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHM,"Tools, hardware, outdoor equipment and supplies",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHM01   ","Tools, hardware and supplies in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHM01,"Tools, hardware and supplies",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHM02   ","Outdoor equipment and supplies in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHM02,"Outdoor equipment and supplies",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHN     ","Housekeeping supplies in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHN,"Housekeeping supplies",S,R,1982-84=100,S
"CUSR0000SEHN01   ","Household cleaning products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHN01,"Household cleaning products",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHN03   ","Miscellaneous household products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHN03,"Miscellaneous household products",S,R,"DECEMBER 1997=100",S
"CUSR0000SEHP03   ","Moving, storage, freight expense in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEHP03,"Moving, storage, freight expense",S,R,"DECEMBER 1997=100",S
"CUSR0000SEMC     ","Professional services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMC,"Professional services",S,R,1982-84=100,S
"CUSR0000SEMC01   ","Physicians' services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMC01,"Physicians' services",S,R,1982-84=100,S
"CUSR0000SEMC02   ","Dental services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMC02,"Dental services",S,R,1982-84=100,S
"CUSR0000SEMC03   ","Eyeglasses and eye care in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMC03,"Eyeglasses and eye care",S,R,"DECEMBER 1986=100",S
"CUSR0000SEMC04   ","Services by other medical professionals in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMC04,"Services by other medical professionals",S,R,"DECEMBER 1986=100",S
"CUSR0000SEMD     ","Hospital and related services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMD,"Hospital and related services",S,R,1982-84=100,S
"CUSR0000SEMD01   ","Hospital services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMD01,"Hospital services",S,R,"DECEMBER 1996=100",S
"CUSR0000SEMD02   ","Nursing homes and adult day services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMD02,"Nursing homes and adult day services",S,R,"DECEMBER 1996=100",S
"CUSR0000SEMF     ","Medicinal drugs in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMF,"Medicinal drugs",S,R,"DECEMBER 2009=100",S
"CUSR0000SEMF01   ","Prescription drugs in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMF01,"Prescription drugs",S,R,1982-84=100,S
"CUSR0000SEMF02   ","Nonprescription drugs in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SEMF02,"Nonprescription drugs",S,R,"DECEMBER 2009=100",S
"CUSR0000SERA     ","Video and audio in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERA,"Video and audio",S,R,"DECEMBER 1997=100",S
"CUSR0000SERA01   ","Televisions in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERA01,Televisions,S,R,1982-84=100,S
"CUSR0000SERA02   ","Cable, satellite, and live streaming television service in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERA02,"Cable, satellite, and live streaming television service",S,R,"DECEMBER 1983=100",S
"CUSR0000SERA03   ","Other video equipment in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERA03,"Other video equipment",S,R,"DECEMBER 1997=100",S
"CUSR0000SERA05   ","Audio equipment in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERA05,"Audio equipment",S,R,1982-84=100,S
"CUSR0000SERAC    ","Video and audio products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERAC,"Video and audio products",S,R,"DECEMBER 2009=100",S
"CUSR0000SERAS    ","Video and audio services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERAS,"Video and audio services",S,R,"DECEMBER 2009=100",S
